"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S33","S34","S35","S36","S37","S38","S39","S40","S41","S42","S43","S44","S45","S46","S47","S48","S49","S50"
"g785",0,0,0,0,0,6.197,0,23.225,0,3.747,0.83,0,218.843,0,0,0,0,0,0,0,4.684,0,0,0,0,0,0,0,0,0,9.66,57.308,225.603,65.973,0,0,0.816,0,0,0,0,2.442,0,0,0,0.871,0,0,17.059,0
"g786",573.168,0,0,0,0,0,0,3.084,27.067,26.227,3.319,233.061,0,2.478,2.548,2.902,8.161,1.544,8.996,43.486,78.969,101.681,1.312,3.154,0,18.525,0,55.534,11.732,0,80.098,20.769,45.409,36.559,1.547,608.46,228.945,0.836,45.006,0,0,0,44.124,3.945,9.039,0,0.916,0,27.915,67.151
"g787",2131.756,7092.174,547.807,194.716,1192.411,0,923.15,12.338,55.262,164.855,1851.028,381.372,132.765,14.868,1513.747,49.333,114.94,37.821,17.993,199.192,365.075,6.162,1105.006,1.577,2.577,235.266,4402.332,390.528,118.557,3.513,634.03,610.716,72.359,14.306,0,1378.508,14.931,726.958,10.388,19.678,11.051,187.446,166.616,190.135,1076.212,1839.701,174.026,3861.233,0,1343.514
"g788",5966.214,11479.203,7117.012,8082.961,9598.952,11219.616,9959.462,12557.791,5464.303,3855.417,4512.431,22283.956,7397.175,9050.216,7837.016,3089.199,9473.36,8810.74,10408.484,8640.809,8257.879,12599.086,11719.326,6794.319,9572.186,16314.405,9773.047,8997.452,11712.041,13300.783,7969.833,4076.929,8250.109,19875.447,7920.158,12612.156,16773.001,7642.848,7939.483,7042.245,15583.258,9472.214,5257.044,6650.023,7508.5,5497.912,6992.009,7703.608,6455.18,10111.518
"g789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g790",1361.578,3.855,186.752,801.894,43.176,24.787,2.115,33.928,77.93,45.897,53.929,49.437,100.828,175.944,268.523,394.809,10.27,31.337,23.391,72.396,2088.85,19.258,1.312,4.731,502.863,952.288,8.84,28.663,357.503,7.904,465.322,1.154,206.215,46.891,604.262,269.335,858.334,4.704,1312.855,61.001,23.681,282.476,200.229,437.807,621.048,50.855,553.512,1765.644,142.679,16.471
"g791",1066.19,7.71,0,14.656,92.521,0,24.317,3.084,584.159,47.855,0.83,2.354,0,1.239,170.701,26.117,115.515,0.772,0,4.91,9.985,0,1.312,0,68.297,0,0,0,0,8.782,0.965,0,0.709,0,0,83.272,0,0,0,0,0,11.88,7.903,340.83,0.532,8.621,12.823,0,1.551,40.544
"g792",0,0,0,0,0,0,0,0,1.128,0,1.659,0,0,0,0,0,0.575,0,1.799,0,0,0,0,0,0,0,0,3.583,0,0,0,0,0,0.795,0,16.522,0,0.836,0,0,1.579,0,0,0,0.532,0,0,0,4.653,0
"g793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g794",616.865,41.441,858.812,443.784,941.617,18.59,369.095,2524.266,343.377,948.816,678.314,33.547,315.367,1158.181,996.218,1521.544,355.395,1256.169,18.263,995.398,613.937,3.158,248.925,1687.063,41.7,822.688,527.986,691.753,543.447,1556.188,220.868,195.325,112.567,1577.815,362.124,1003.889,626.264,285.163,89.978,54.724,6.425,58.003,540.588,47.321,331.713,1973.791,390.871,99.771,1713.073,964.022
"g795",138.592,23.978,553.638,276.706,234.345,0,96.011,49.381,642.522,610.235,319.544,8.145,407.514,383.558,11.363,789.414,202.255,82.704,23.463,56.861,84.025,450.178,122.862,43.322,309.13,77.1,482.636,56.232,1.345,87.831,26.934,496.331,83.51,279.97,206.037,46.025,20.695,13.395,1.714,45.889,0,234.756,4.518,271.459,71.975,10.19,91.602,11.636,33.995,5.385
"g796",1.416,0,56.026,730.749,0,5755.524,1.057,0,447.28,0,392.439,0,299.085,190.812,615.287,5.804,0,0,14.394,529.408,1.815,0,1.312,0,363.394,66.875,0,50.16,518.72,0,7.72,71.577,48.239,0,0,1.437,0,467.122,0,0,1.579,48.842,1.317,0,312.794,1.724,391.1,0,0,0
"g797",0,0,2.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.847,0.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g799",220.819,0,4.15,54.437,0,0,375.925,410.224,74.411,0,350.126,2.354,0,0,0,0,0,0.772,1757.907,7.014,4.538,0,0,0,32.216,59.28,0,3.583,0,0,0,3.463,118.654,0,177.952,10.057,514.628,62.67,25.979,0,0,1.32,59.271,0,1.063,43.415,0,4.926,1.551,65.884
"g800",5.662,11.565,244.853,515.054,10.28,2683.433,919.851,24.675,4.511,0,0.83,82.395,0,11.151,30.573,23.215,233.921,28.558,23.391,35.069,463.832,6.933,76.116,0,305.406,0,240.452,14.331,2.707,72.892,53.077,0,27.667,0,27.853,196.831,17.917,0.836,561.112,415.201,135.77,40.921,36.88,2.367,0,231.904,1.832,0.985,15.509,12.67
"g801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g802",0,0,0,0,0,0,0,0,27.067,0,0,0,0,0,0,0,1.724,9.262,0,0,0,0,0,0,0,0,12.376,64.491,0,0.878,0,0,0,0,0,14.367,0,0,0,0,0,0,0,0,5.849,0,0,0,0,0
"g803",0,0,0,0,0,0,0,0,0,10.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g804",782.776,505.001,654.339,743.081,275.507,18.59,252.604,0,367.658,311.82,470.429,28.25,170.668,9.912,1061.033,1021.569,514.909,370.511,0,12.625,196.062,106.426,168.57,722.295,381.435,590.794,613.505,17.914,87.53,876.464,276.001,45.024,663.998,1289.11,640.526,140.799,66.693,708.349,773.86,1.968,12.63,353.771,0,469.483,557.278,242.25,912.271,0,514.883,120.378
"g805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g806",692.184,4024.546,205.428,98.405,174.762,49.574,156.403,83.279,135.334,182.586,30.698,0,64.194,89.211,108.28,0,1.724,166.935,53.978,14.028,1226.631,1446.614,746.644,7.885,2.577,0,1062.584,751.049,27.074,895.828,1.93,45.024,4.966,177.232,99.034,1460.286,515.893,47.629,97.821,15.742,17.366,138.604,359.365,45.759,70.72,339.624,44.88,3.941,141.128,301.546
"g807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g808",0,0,87.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.612,0,0,0,0,0
"g809",8.493,26.985,1991.508,1306.479,877.654,136.328,2377.041,746.083,1373.508,4340.391,1174.829,70.577,7.295,1467.223,779.619,3126.286,258.616,390.887,57.577,435.304,314.171,1969.687,7.861,3398.524,9.02,1398.626,1552.557,12.54,24.159,1037.187,1093.861,1319.597,2350.893,1491.742,2029.323,277.288,1449.341,559.012,134.171,95.752,17.366,3219.055,2112.67,1345.996,1448.784,2867.046,3025.2,913.041,46.51,1005.199
"g810",1.416,0,6.246,9.966,6.065,5.267,4.293,0,6.361,3.035,1.286,18.245,1.474,6.108,1.707,5.833,4.098,0.849,36.039,1.669,7.516,5.816,1.312,1.577,3.879,5.557,5.446,5.392,1.805,4.18,6.446,1.501,6.86,1.574,12.519,1.113,1.493,0,4.545,16.962,1.516,15.775,2.331,1.68,0,6.543,0,0,14.252,1.647
"g811",0,7.71,2.075,56.53,6.168,12.393,0,6.169,6.767,1.873,0.83,28.273,1.459,2.478,110.828,11.608,2.299,0,10.724,10.521,0.908,0,10.499,471.542,0,1.852,30.056,62.914,4.512,17.564,0,1163.328,312.895,4.769,184.211,10.775,34.839,0,134.179,13.774,20.523,14.52,17.129,0,7.444,125.004,252.795,822.788,0,35.324
"g812",58.885,9.29,75.012,16.771,10.28,68.164,4.314,3.115,2.278,4.992,18.253,9.534,0,248.663,2.841,530.909,3.414,62.226,9.212,2.862,9.54,83.656,162.954,5.804,5.155,0.704,7.09,399.162,65.862,6.385,63.818,399.898,63.186,3.115,5.988,5.115,119.728,7.136,12.336,40.517,21.36,8.369,7.699,64.283,1.446,44.864,1.768,16.73,17.37,8.502
"g813",2.831,29.722,37.35,2.094,0,167.312,119.472,27.76,2.256,3.747,0,65.916,0,19.825,1428.269,37.725,70.114,0.772,94.534,714.685,23.6,2366.397,0,0,12.886,1.852,0,55.534,21.659,1526.575,27.021,11.545,0.709,1295.619,0.774,0.718,2.986,20.054,62.181,0,1335.598,0,18.44,20.512,79.227,0.862,2147.277,42.368,20.161,0
"g814",0,0,0,0,0,0,333.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0,0,0,0.557
"g816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g817",6.554,6.168,85.408,4.166,0,4.586,5.244,15.268,27.665,5.91,0.622,18.598,4.027,359.31,2.51,0,48.361,9.764,37.101,0,20.269,2.573,4.908,1.687,1.34,21.674,4.774,108.613,0.235,5.261,19.532,4.225,10.081,8.369,6.778,1.623,8.61,0.844,4.995,14.109,9.804,4.739,1.554,551.257,7.551,6.362,2.226,3.744,4.777,13.227
"g818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.862,0,0,0,0,92.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g819",0,16.692,0,0,0,0,0,7.588,1.128,0,0,0,0,0,1.274,0,0,1.544,0,2.104,0,0,0,1.577,0,0,0,1.791,1.787,1.756,0,0,0,1.836,0.774,0,1.991,0,0,0,8.872,0,3.286,0,0,0,0,0.434,3.334,0
"g820",219.404,3218.897,1516.845,2483.483,2017.205,359.41,1803.057,6123.011,3027.925,4167.574,2046.011,440.131,1607.035,1722.267,2127.162,591.995,1862.642,5083.427,5559.751,1439.386,1618.447,6106.715,1195.531,2947.531,1854.47,2550.871,1520.502,1223.534,1792.831,5456.662,1689.116,2795.106,1803.421,3504.807,3142.086,2199.351,522.592,2892.825,836.241,3.936,3124.984,4893.172,2574.645,3560.885,1396.329,1727.654,5443.463,1986.301,2980.539,1766.894
"g821",0,0,99.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412.03,0,0,0,0,0,0,0,0,0
"g822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g823",0,0,0,0,0,12.393,3.172,18.506,2.256,71.187,0,2.354,0,1.239,1.274,2.902,0,0,0,0.701,0,0,0,0,0,0,0,0,0,0,1.93,0,2.128,0,0,0,0.995,368.179,67.523,0,0,835.428,0,3.945,28.182,0,0,8.868,10.856,1.267
"g824",26.895,0,64.326,2.094,0,12.393,0,0,0,4.683,0,0,580.663,1.239,155.414,194.43,21.264,3.859,19.738,0,0,0,1.312,1.577,0,0,0,3.583,4.512,6.148,4.825,0,87.966,0,0,0,0,0,79.642,0,0,1.32,0,12.623,11.166,0,0,0,0,0
"g825",0,0,0,2.094,0,0,0,0,0,0,0,0,36.474,29.737,0,0,108.619,11.578,0,0,0,0,0,0,0,1.852,0,8.957,0.902,0,0,0,2.838,0,0,417.368,0,0,0,0,1.579,0,0,0,94.116,0,10.075,0,0,55.748
"g826",325.567,343.092,0,33.499,308.444,0,501.096,12.338,1053.916,0.937,0,4.708,11.672,80.538,0,5.804,260.34,0,14.394,54.708,75.538,0.77,0,0,46.391,346.415,0,7.166,0,127.342,0.965,174.325,0,0,283.175,300.182,0,49.3,25.97,0,0,5.28,2.634,89.15,109.536,10.362,0,11.824,20.161,46.195
"g827",0,0,2.075,115.154,0,0,0,5.737,0,0,0,0,0,3.544,0,2.902,0,0.039,9.536,0,55.633,0,38.058,0,0,0,1.45,0,0,204.52,0,0,0,0,0,0,0,0.836,1.134,0,0,296.138,1.429,0,0,38.656,0,0.985,1.551,0
"g828",55.205,0,2.075,0,0,6.197,76.124,6.169,1.128,0,6.637,28.25,0,0,14.013,2.902,28.16,0,1.799,4.91,0,46.219,0,0,0,0,0,0,136.272,0.878,0,0,1.419,0,0,0,0,0,313.391,0,0,2.64,0,0,30.84,0,0,0,0,252.627
"g829",66.529,341.666,423.306,171.685,63.737,204.492,450.473,0,65.412,385.911,536.887,4.708,30.638,9.912,298.102,3234.122,5.172,210.73,8.996,107.339,160.662,429.572,429.136,258.638,130.178,250.085,56.577,1221.742,0,6.148,549.097,202.033,327.033,795.603,446.411,585.465,406.108,243.158,0.866,1.968,67.885,118.804,543.314,668.383,327.64,456.041,1981.101,245.338,10.856,140.637
"g830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g831",0,0,4.192,4.208,2.056,32.223,5.519,0,0,2.782,1.867,13.937,3.078,2.627,3.771,2.902,2.925,0,19.504,1.438,7.307,1.602,0,0,1.289,0,7.62,1.72,0,0,7.045,0,2.164,0,0.805,0,2.021,0.852,0,2.44,1.547,0,1.91,2.367,1.063,0.931,1.85,4.926,7.242,1.267
"g832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g834",0,327.672,647.409,452.243,419.387,12.393,0,21.591,1.128,0,0.83,0,27.72,613.301,7.643,5.804,48.275,348.876,3.599,0.701,9.077,0.77,0,0,162.368,50.017,0,1.791,0.902,7.026,0,12.699,0,0,136.945,13.649,79.633,149.571,0,11.807,4726.171,185.321,5.927,60.662,11.166,0,210.663,0,0,102.627
"g835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g836",8.451,0,35.338,17.064,454.689,27.452,3.246,22.3,40.871,2.295,1006.653,645.837,16.165,4.944,58.637,2.96,1.184,2.092,165.623,2.967,475.986,82.678,183.859,6.403,2.307,12.782,0,32.89,90.698,24.59,335.167,9.721,954.766,8.941,151.429,24.546,143.12,57.99,32.264,604.088,12.898,71.599,489.944,5.759,355.997,46.441,22.055,4.404,7.227,130.818
"g837",0,0,6.225,0,0,0,0,0,0,0,0,0,497.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.103,0,0,0,0,0
"g838",2582.582,3959.127,647.409,200.997,61.681,0,94.098,9.253,862.598,911.33,658.883,0,176.533,201.964,334.854,0,515.507,817.82,3417.592,861.189,389.401,1106.198,578.756,0,0,18.525,0,25.08,0,843.074,3.86,379.822,736.342,11.127,667.009,817.532,681.858,1867.685,908.957,3.936,0,366.998,0,110.452,191.661,1971.628,339.808,0,52.962,173.579
"g839",886.845,49.035,309.304,338.093,403.207,3672.679,237.126,63.569,365.842,2025.779,1288.935,423.064,530.358,1000.885,569.669,524.96,791.324,993.207,911.367,936.566,1111.763,922.394,656.276,3545.474,355.752,302.214,715.467,1424.835,1230.775,7.421,609.856,11.972,1955.438,873.243,1560.52,1824.761,1510.778,544.247,24.308,4242.097,3830.941,1228.458,1466.876,1241.462,594.961,2488.016,4190.56,1880.322,470.188,508.016
"g840",2.831,474.161,2.075,169.591,0,0,1.057,0,27.067,223.866,1.659,16.479,21.884,0,0,2420.216,21.264,21.612,0,18.937,0,26.191,0,94.624,0,3.705,0,0,0,159.836,36.671,28.862,0,1.59,5.416,127.876,46.784,9.192,1.723,0,0,564.965,0,0,3.722,47.415,0,0,1.551,0
"g841",8.875,29.529,37.537,102.822,61.619,237.335,21.97,15.329,48.935,39.134,44.264,216.534,77.354,127.671,34.803,31.689,38.361,12.898,85.681,32.116,38.341,75.991,60.46,102.43,8.183,37.031,26.167,39.375,111.021,15.799,49.796,41.561,16.444,60.672,111.924,33.734,21.282,72.262,3.8,176.884,34.164,36.539,52.883,44.086,32.606,42.674,4.067,657.702,101.72,112.636
"g842",9.909,7.71,198.954,8.375,2.056,452.361,0,3.084,16.917,1.873,0,0,0,94.167,1.274,0,0,349.648,0,150.677,98.031,0,0,0,1.289,0,0,0,347.45,0,175.637,0,0,0,0,0.718,86.621,0,153.224,0,0,431.614,0.659,0.789,0,0,0.916,0,97.27,0
"g843",105.243,30.84,0,0,39.064,6.197,0,0,0,0,0,5158.76,1.459,132.577,0,2.902,1.149,0,0,0,0,0,1.312,387.958,0,0,0,80.613,3.61,0,0,0,0,0,14.7,585.4,1.991,14.188,0,0,0,9.359,0,0.789,121.218,20.69,0,0,0,1.267
"g844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.299,0,0,0,0,0,0,0,0,10.541,5.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g845",7.007,3.431,12.471,4.104,4.647,10.72,2.982,11.69,0,0.955,0.697,4.897,4.406,1.759,5.338,0,0.885,0,0,1.417,9.095,7.796,1.365,0,0,4.224,1.786,14.385,0,1.765,8.367,1.986,0,3.203,7.776,0.934,3.922,1.671,0,10.252,9.314,7.986,0,0.805,13.4,2.664,4.671,1.695,2.885,1.242
"g846",1.416,0,12.45,6.281,0,0,52.864,0,0,25.29,0.83,0,0,0,28.026,0,1.149,51.714,0,25.951,6.354,0,0,247.599,0,22.23,136.138,80.613,0,0,514.664,0,4.256,0,0,0,545.416,0,0,0,1.579,47.522,0,3.345,26.055,0,72.45,0.985,0,0
"g847",2.831,11.565,0,0,162.426,0,0,0,45.811,118.021,0,2.354,0,4.956,0,11.608,428.02,1067.367,0,0,0,1.541,177.166,0,0,3.705,0,1.791,0.902,0,0.965,102.748,1249.94,869.794,166.23,126.41,3.982,5.849,0,0,0,104.283,32.164,7.1,166.479,678.644,0,12.809,16.997,823.056
"g848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g849",1.416,1615.231,419.156,1059.253,614.751,148.722,214.627,45.711,289.807,37.252,261.798,65.916,883.672,646.755,551.593,443.996,94.826,170.579,44.982,252.791,28.139,325.749,7.874,1224.826,154.636,66.689,24.752,48.368,16.244,506.733,65.623,1692.804,294.919,887.001,338.108,317.458,153.294,165.456,0.866,9.839,329.953,1756.725,1651.643,56.015,3.19,458.274,13.198,368.371,57.552,147.352
"g850",0,0,0,0,69.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.446,12.325,0,0,0,0,0,0,0,0,5.79,0,0,0,0,0,0,0,0,0,0,126.724,0,0,0,0,0,0,0,0
"g851",140.135,3.855,213.873,69.093,0,0,933.913,6.169,0,78.681,1101.452,0,0,0,0,2.902,409.187,43.224,1.799,173.29,70.8,0.77,0,0,0,0,0,369.031,0.902,0,35.706,6.927,99.316,1.59,260.738,339.62,56.748,31.753,0,3.936,1.579,0,0,37.08,31.898,207.766,9.159,4.926,6.203,0
"g852",25.805,56.321,504.149,1068.633,24.117,29.125,8.342,86.856,17.233,54.833,283.643,102.876,2.247,46.402,4.624,3.134,65.229,7.433,138.85,15.031,16.175,8.843,30.761,19.54,9.33,29.38,26.786,47.15,36.469,33.952,21.81,34.634,25.304,162.56,16.194,12.004,8.6,16.068,7.427,67.534,32.49,29.503,20.804,13.941,5.652,37.122,2.381,9.616,28.117,27.012
"g853",0,0,0,0,0,0,2.146,0,0,0,0,0,1.503,0,0,0,0,0,0,0,1.824,0,0,0,2.577,1.89,2.298,1.899,0.478,0,0,0,0.752,0.827,0,0,3.544,0,0,0,0,0,0,0,78.153,0,0,0,0,1.267
"g854",0,0,0,0,6.168,0,0,0,0,0,0,0,0,0,0,2.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795,0,0,0,0.836,0,0,0,0,0.659,0,0,0.862,0,0,6.203,1.267
"g855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g856",41.05,0,10.375,0,0,0,2.115,9.253,21.428,0,0,4.708,0,0,0,0,18.965,0,5.398,0,214.216,0.77,1.312,3.154,0,0,155.569,5.374,3.61,3.513,133.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676.926,0,0
"g857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g858",0,0,2.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g859",351.046,23.13,67.086,98.405,254.947,780.664,24.317,6.169,466.903,43.087,273.795,0,398.294,194.529,114.65,882.189,67.022,950.663,61.175,677.898,65.354,1041.461,552.496,353.262,513.043,703.926,1101.409,324.281,908.513,198.478,430.407,2.309,53.205,550.499,195.747,447.676,105.932,14.205,801.726,0,3061.141,101.076,412.201,12.623,409.431,1.724,1574.97,3465.353,12.407,175.644
"g860",2208.208,19.429,308.017,118.148,431.929,55.771,611.401,18.907,459.449,1233.219,485.173,27.779,1041.691,57.343,337.58,1639.943,347.648,671.431,36.633,329.284,640.424,1.595,312.403,936.981,449.204,997.266,169.837,963.278,1497.237,79.716,976.609,27.095,89.931,151.919,155.143,535.158,496.173,662.784,876.304,7.596,345.408,487.162,189.317,1778.794,650.144,390.841,473.433,23.805,525.739,335.996
"g861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g864",1.416,7.71,350.68,385.244,316.627,49.574,67.697,18.506,777.044,21.544,2.489,14.125,533.976,67.342,1236.944,11.608,6.322,38.592,525.405,3.507,365.229,374.364,11.811,0,425.248,216.741,272.276,3.583,0.902,686.926,79.133,924.733,559,130.142,578.482,79.02,2475.382,693.543,2.597,2314.501,7.894,3.96,624.976,368.428,40.943,1346.598,288.516,2.956,642.177,518.203
"g865",161.368,0,8.3,18.843,0,0,3.172,0,7.895,30.91,19.912,0,102.127,27.259,0,0,1.149,34.733,0,130.646,262.324,0,0,0,0,0,0,7.166,8.122,6.148,27.021,18.472,222.751,2.384,0.774,22.269,175.193,0.836,654.484,0,0,48.842,73.759,0,62.744,140.522,95.256,0,3.102,105.161
"g866",393.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527.716,0,0,0,0,0,323.549,0,10.83,0,0,0,0,0,3.095,0,259.942,205.882,51.075,0,0,0,0,0,0,0,0,0,0,11.403
"g867",183.464,4994.494,2429.795,2902.834,131.585,334.624,385.345,2761.672,1108.354,72.124,1038.463,1294.781,190.087,964.978,1406.893,322.115,42.528,580.955,130.663,695.313,117.919,2431.512,509.189,762.21,1549.206,979.483,785.11,34.037,1581.221,715.17,46.322,143.155,352.075,1048.623,171.747,283.035,437.802,561.928,149.026,1251.861,1302.808,236.288,209.522,41.025,5.849,483.637,1873.809,689.991,114.763,148.214
"g868",141.551,3.855,114.127,4.187,240.555,0,2.115,731.001,59.773,0,0,2.354,0,0,12.739,5.804,0,1.544,1.799,0,25.415,2521.076,0,69.391,136.595,12.967,144.023,567.877,29.772,0,3.86,0,0.709,0,0,0,0.995,657.771,0,0,0,229.687,325.37,0,17.547,25.863,1122.008,0.985,0,16.471
"g869",4.728,3.855,9.275,12.625,310.459,0,3.848,8.513,0,202.95,8.222,22.67,17.507,2.54,1.274,2.931,2.707,3.388,14.25,2.132,8.442,2.442,7.362,3.438,0,0,3.536,14.045,0.596,0,3.05,9.628,8.676,0,8.898,0.682,6.042,9.258,3.463,79.538,1.673,2.746,157.317,4.647,0,93.589,4.9,0,6.886,3.788
"g870",772.882,42.405,875.662,355.032,501.669,30.984,1669.861,163.473,658.627,111.586,8.305,940.647,4.377,340.736,5.096,32.095,560.299,512.353,581.111,1770.325,2039,13.889,783.508,671.829,18.054,403.823,838.928,506.987,51.423,914.113,744.942,1212.462,659.983,1376.247,1914.961,14.367,607.192,38.245,232.84,1139.344,36.311,770.905,459.005,1496.834,296.396,505.19,3494.365,30.544,687.028,1123.41
"g871",0,0,0,0,34.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.507,0,0,0,0,0,0,0,0,0,0,0,0,5.406,0,0,0,0,0,0,0,0,0,0.659,0,0,2.069,0,0,0,0
"g872",21.572,18.774,586.154,797.79,143.695,1018.061,47.398,48.178,1277.409,56.669,15.507,44.164,76.916,58.569,0,8.735,123.331,59.687,232.322,8.431,16.565,0,3.819,1191.172,376.267,19.544,31.701,54.907,7.806,5.392,523.466,23.678,37.158,30.352,19.9,8.584,30.848,512.595,535.558,36.955,2.463,53.686,23.623,37.901,12.145,18.363,8.527,22.258,20.44,47.031
"g873",93.424,341.936,124.502,77.468,108.969,0,127.93,64.772,39.473,221.992,0.83,4.708,292.286,0,45.86,72.548,112.641,2.316,1.799,18.236,16.339,258.054,108.924,36.272,10.309,46.312,88.401,0,1.805,69.81,175.955,3.463,31.923,262.271,11.606,0,76.348,175.124,101.284,0,0,25.081,51.901,76.527,1.063,4.31,0,224.647,266.84,26.607
